       1       -4        7       -1   90.000    0.000    0.000    0.050  0.86669       240     i  g1       1 
       2       -2        4        1   90.000    0.000    0.000    0.150  1.58533       251     i  g1       1 
       3       -1        5       -4   90.000    0.000    0.000    0.550  1.21580      1040     i  g1       1 
       4       -3        0        5   90.000    0.000    0.000    1.050  1.38411      6496     i  g1       1 
       5       -3        0        5   90.000    0.000    0.000    1.350  1.38413       191     i  g1       1 
       6       -4        8       -4   90.000    0.000    0.000    1.650  0.74471        27     i  g1       1 
       7       -1        4       -1   90.000    0.000    0.000    1.750  1.75691      2596     i  g1       1 
       8       -2        2        3   90.000    0.000    0.000    1.850  1.90968      1516     i  g1       1 
       9       -1        4       -1   90.000    0.000    0.000    1.950  1.75749        79     i  g1       1 
      10       -2        5        0   90.000    0.000    0.000    2.150  1.34915       283     i  g1       1 
      11       -4        5        3   90.000    0.000    0.000    2.450  1.01364       489     i  g1       1 
      12       -4        4        4   90.000    0.000    0.000    2.750  1.05902       533     i  g1       1 
      13        0        3       -3   90.000    0.000    0.000    2.750  1.89989        25     i  g1       1 
      14       -3        4        3   90.000    0.000    0.000    3.150  1.26958      2456     i  g1       1 
      15       -3        5        2   90.000    0.000    0.000    3.350  1.17524      1224     i  g1       1 
      16       -5        5        4   90.000    0.000    0.000    3.450  0.87714       234     i  g1       1 
      17       -4        6        2   90.000    0.000    0.000    3.550  0.94794       417     i  g1       1 
      18       -4        0        6   90.000    0.000    0.000    3.850  1.09182      1076     i  g1       1 
      19       -5        6        3   90.000    0.000    0.000    3.850  0.83978       141     i  g1       1 
      20       -5        4        5   90.000    0.000    0.000    4.450  0.89719       144     i  g1       1 
      21       -1        1        2   90.000    0.000    0.000    4.350  3.43332     42918     i  g1       1 
      22       -3        7       -1   90.000    0.000    0.000    4.650  0.94108        55     i  g1       1 
      23       -2        7       -6   90.000    0.000    0.000    4.750  0.83340       102     i  g1       1 
      24       -3        6        1   90.000    0.000    0.000    4.850  1.06156       725     i  g1       1 
      25       -2        7       -5   90.000    0.000    0.000    4.950  0.87649       238     i  g1       1 
      26       -4        3        5   90.000    0.000    0.000    5.050  1.07136       518     i  g1       1 
      27       -5        7        2   90.000    0.000    0.000    5.250  0.79237        42     i  g1       1 
      28       -4        7        1   90.000    0.000    0.000    5.450  0.87281       183     i  g1       1 
      29       -2        0        4   90.000    0.000    0.000    5.750  1.87921        71     i  g1       1 
      30        0        4       -6   90.000    0.000    0.000    5.850  1.16675      1996     i  g1       1 
      31       -6        5        5   90.000    0.000    0.000    5.950  0.76566        26     i  g1       1 
      32       -2        4        2   90.000    0.000    0.000    6.050  1.52828      8069     i  g1       1 
      33       -2        0        4   90.000    0.000    0.000    6.150  1.87724     20915     i  g1       1 
      34       -3        1        5   90.000    0.000    0.000    6.250  1.36088        43     i  g1       1 
      35       -2        5        1   90.000    0.000    0.000    6.450  1.34320       886     i  g1       1 
      36        0        4       -5   90.000    0.000    0.000    6.450  1.29280        87     i  g1       1 
      37        0        4       -7   90.000    0.000    0.000    6.650  1.05768        32     i  g1       1 
      38       -1        4        0   90.000    0.000    0.000    6.750  1.80413        25     i  g1       1 
      39       -2        0        4   90.000    0.000    0.000    6.850  1.87636       104     i  g1       1 
      40       -1        3        1   90.000    0.000    0.000    6.850  2.27686        38     i  g1       1 
      41       -2        7       -3   90.000    0.000    0.000    6.950  0.95610       423     i  g1       1 
      42       -3        8       -3   90.000    0.000    0.000    6.950  0.81601       135     i  g1       1 
      43       -1        6       -5   90.000    0.000    0.000    6.950  1.00933       259     i  g1       1 
      44       -2        0        4   90.000    0.000    0.000    7.050  1.87639        30     i  g1       1 
      45       -1        6       -7   90.000    0.000    0.000    7.250  0.88338       428     i  g1       1 
      46       -3        7        0   90.000    0.000    0.000    7.250  0.94960       561     i  g1       1 
      47       -5        3        6   90.000    0.000    0.000    7.550  0.89626        64     i  g1       1 
      48       -5        8        1   90.000    0.000    0.000    7.450  0.73933        35     i  g1       1 
      49       -2        3        3   90.000    0.000    0.000    7.750  1.66208      4318     i  g1       1 
      50       -4        5        4   90.000    0.000    0.000    7.850  0.97566        78     i  g1       1 
      51       -2        3        3   90.000    0.000    0.000    7.950  1.66210       365     i  g1       1 
      52        0        4       -4   90.000    0.000    0.000    8.150  1.43495      6546     i  g1       1 
      53       -4        8        0   90.000    0.000    0.000    8.150  0.79809        64     i  g1       1 
      54       -1        6       -3   90.000    0.000    0.000    9.450  1.13362       884     i  g1       1 
      55       -4        4        5   90.000    0.000    0.000    9.550  1.00306        63     i  g1       1 
      56       -3        4        4   90.000    0.000    0.000    9.850  1.19550        64     i  g1       1 
      57       -3        2        5   90.000    0.000    0.000   10.250  1.29832      2807     i  g1       1 
      58       -3        8       -1   90.000    0.000    0.000   10.250  0.84820       140     i  g1       1 
      59       -1        2        2   90.000    0.000    0.000   10.550  2.69637       358     i  g1       1 
      60       -4        2        6   90.000    0.000    0.000   10.750  1.04797       680     i  g1       1 
      61       -2        7       -1   90.000    0.000    0.000   10.950  1.00639       919     i  g1       1 
      62       -4        9       -1   90.000    0.000    0.000   11.350  0.72815        53     i  g1       1 
      63       -2        8       -4   90.000    0.000    0.000   11.850  0.83203       223     i  g1       1 
      64       -3        9       -4   90.000    0.000    0.000   11.850  0.72781        38     i  g1       1 
      65       -4        6        4   90.000    0.000    0.000   12.450  0.89734       265     i  g1       1 
      66       -1        4        1   90.000    0.000    0.000   12.350  1.78115       904     i  g1       1 
      67       -4        7        3   90.000    0.000    0.000   12.550  0.84745       281     i  g1       1 
      68       -2        4        3   90.000    0.000    0.000   12.550  1.43806        37     i  g1       1 
      69       -5        6        5   90.000    0.000    0.000   13.250  0.79249        61     i  g1       1 
      70       -3        6        3   90.000    0.000    0.000   13.250  1.01462       697     i  g1       1 
      71       -2        2        4   90.000    0.000    0.000   13.450  1.67981      4680     i  g1       1 
      72       -1        7       -5   90.000    0.000    0.000   13.450  0.91067        25     i  g1       1 
      73       -1        7       -6   90.000    0.000    0.000   13.450  0.86244       459     i  g1       1 
      74       -4        5        5   90.000    0.000    0.000   13.650  0.93199       253     i  g1       1 
